VARIABLE_NAME,DESCRIPTION,LOCATION,XPATH
F9-PF-00-FILERUS2,Address of Filing Organization (US Line 2),IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/Filer/USAddress/AddressLine2Txt
F9-PF-00-FILERUSCITY,Address of Filing Organization (US City),IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/Filer/USAddress/City
F9-PF-00-FILERUSCITY,Address of Filing Organization (US City),IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/Filer/USAddress/CityNm
F9-PF-00-FILERUSSTATE,Address of Filing Organization (US State),IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/Filer/USAddress/State
F9-PF-00-FILERUSSTATE,Address of Filing Organization (US State),IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/Filer/USAddress/StateAbbreviationCd
F9-PF-00-FILERUSZIP,Address of Filing Organization (US Zip Code),IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/Filer/USAddress/ZIPCd
F9-PF-00-FILERUSZIP,Address of Filing Organization (US Zip Code),IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/Filer/USAddress/ZIPCode
F9-PF-00-TAXPERBEGIN,Tax period begin date,IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/TaxPeriodBeginDate
F9-PF-00-TAXPERBEGIN,Tax period begin date,IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/TaxPeriodBeginDt
F9-PF-00-TAXPEREND,Tax period end date,IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/TaxPeriodEndDate
F9-PF-00-TAXPEREND,Tax period end date,IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/TaxPeriodEndDt
F9-PF-00-TAXYEAR,Tax year,IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/TaxYear
F9-PF-00-TAXYEAR,Tax year,IRS990PF-PART-00-SECTION-A,Return/ReturnHeader/TaxYr
F9-PF-00-FILERPHONE,Filing Organization Telephone Number,IRS990PF-PART-00-SECTION-B,Return/ReturnHeader/Filer/Phone
F9-PF-00-FILERPHONE,Filing Organization Telephone Number,IRS990PF-PART-00-SECTION-B,Return/ReturnHeader/Filer/PhoneNum
,Exemption Application Pending Checkbox,IRS990PF-PART-00-SECTION-C,
,Foreign Organization Checkbox,IRS990PF-PART-00-SECTION-D,
,Foreign Organization Meeting 85% Test,IRS990PF-PART-00-SECTION-D,
F9-PF-00-PFFSSTTESEA,Indicates private foundation status terminated under section 507(b)(1)(A),IRS990PF-PART-00-SECTION-E,Return/ReturnData/IRS990PF/PFStatusTerminatedSect507b1A
F9-PF-00-PFSTSAIND,Indicates private foundation status terminated under section 507(b)(1)(A),IRS990PF-PART-00-SECTION-E,Return/ReturnData/IRS990PF/PFStatusTermSect507b1AInd
,Indicates private foundation is in 60 month termination under section 507(b)1(B),IRS990PF-PART-00-SECTION-F,
F9-PF-00-ADDRESCHANGE,Address Change,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/AddressChange
F9-PF-00-ADDRESCHANGE,Address Change,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/AddressChangeInd
F9-PF-00-AMENDERETURN,Amended return,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/AmendedReturn
F9-PF-00-AMENDERETURN,Amended return,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/AmendedReturnInd
F9-PF-00-FINALRRETURN,Final Return,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/FinalReturn
F9-PF-00-FINALRRETURN,Final Return,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/FinalReturnInd
F9-PF-00-INITIARETURN,Initial Return,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/InitialReturn
F9-PF-00-INITIARETURN,Initial Return,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/InitialReturnInd
F9-PF-00-INREFOPUCHHR,Indicates this is an initial return of a former public charity,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/InitialReturnFormerPubChrtyInd
F9-PF-00-INREFOPUCHHR,Indicates this is an initial return of a former public charity,IRS990PF-PART-00-SECTION-G,Return/ReturnData/IRS990PF/InitialReturnFormerPublicChrty
,Name Change,IRS990PF-PART-00-SECTION-G,
,Name Change,IRS990PF-PART-00-SECTION-G,
F9-PF-00-EXEMPFF,Section 501(c)(3) exempt private foundation,IRS990PF-PART-00-SECTION-H,Return/ReturnData/IRS990PF/ExemptPF
F9-PF-00-NECECTCTT,Section 4947(a)(1) nonexempt charitable trust,IRS990PF-PART-00-SECTION-H,Return/ReturnData/IRS990PF/NECT
F9-PF-00-O4947RTRPFFIINND,Section 4947(a)(1) nonexempt charitable trust,IRS990PF-PART-00-SECTION-H,Return/ReturnData/IRS990PF/Organization4947a1TrtdPFInd
F9-PF-00-O501REXPFFIINND,Section 501(c)(3) exempt private foundation,IRS990PF-PART-00-SECTION-H,Return/ReturnData/IRS990PF/Organization501c3ExemptPFInd
F9-PF-00-O501RTAPFFIINND,Other taxable private foundation,IRS990PF-PART-00-SECTION-H,Return/ReturnData/IRS990PF/Organization501c3TaxablePFInd
F9-PF-00-TAXAPFF,Other taxable private foundation,IRS990PF-PART-00-SECTION-H,Return/ReturnData/IRS990PF/TaxablePF
F9-PF-00-ASSEOYOYY,Fair market value of all assets at end of year,IRS990PF-PART-00-SECTION-I,Return/ReturnData/IRS990PF/FMVAssetsEOY
F9-PF-00-ASSEOYOYY,Fair market value of all assets at end of year,IRS990PF-PART-00-SECTION-I,Return/ReturnData/IRS990PF/FMVAssetsEOYAmt
F9-PF-00-METHACCOACCR,Method of accounting - Accrual,IRS990PF-PART-00-SECTION-J2,Return/ReturnData/IRS990PF/MethodOfAccountingAccrual
F9-PF-00-METHACCOACCR,Method of accounting - Accrual,IRS990PF-PART-00-SECTION-J2,Return/ReturnData/IRS990PF/MethodOfAccountingAccrualInd
F9-PF-00-METHACCOCASH,Method of accounting - Cash,IRS990PF-PART-00-SECTION-J1,Return/ReturnData/IRS990PF/MethodOfAccountingCash
F9-PF-00-METHACCOCASH,Method of accounting - Cash,IRS990PF-PART-00-SECTION-J1,Return/ReturnData/IRS990PF/MethodOfAccountingCashInd
F9-PF-00-METHACCOOTHE,Method of accounting – Other-Indicator,IRS990PF-PART-00-SECTION-J3,Return/ReturnData/IRS990PF/MethodOfAccountingOther
F9-PF-00-METHACCOOTHE,Method of accounting – Other-Indicator,IRS990PF-PART-00-SECTION-J3,Return/ReturnData/IRS990PF/MethodOfAccountingOtherInd
F9-PF-00-METHACCOOTHEDES,Method of accounting – Other-Description,IRS990PF-PART-00-SECTION-J4,Return/ReturnData/IRS990PF/methodOfAccountingOtherDesc
F9-PF-00-METHACCOOTHEDES,Method of accounting – Other-Description,IRS990PF-PART-00-SECTION-J4,
F9-PF-00-METHACCOOTHEDES,Method of accounting – Other-Description,IRS990PF-PART-00-SECTION-J4,Return/ReturnData/IRS990PF/MethodOfAccountingOtherInd/methodOfAccountingOtherDesc
F9-PF-00-METHACCOOTHEDES,Method of accounting – Other-Description,IRS990PF-PART-00-SECTION-J4,Return/ReturnData/IRS990PF/MethodOfAccountingOther/note
F9-PF-01-ARECRREXPNSS,Contributions Received - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-01-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/ContriRcvdRevAndExpnssAmt
F9-PF-01-ARECRREXPNSS,Contributions Received - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-01-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/ContriReceivedRevAndExpnss
F9-PF-01-ARENRTASB,Not required to attach Schedule B,IRS990PF-PART-01-LINE-02,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/NotRequiredToAttachScheduleB
F9-PF-01-ARESBNRIND,Not required to attach Schedule B,IRS990PF-PART-01-LINE-02,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/ScheduleBNotRequiredInd
F9-PF-01-AREIOSREXPNS,Interest on Savings and Temporary Cash Investments - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-03-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/InterestOnSavingsRevAndExpnss
F9-PF-01-AREIOSREXPNS,Interest on Savings and Temporary Cash Investments - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-03-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/InterestOnSavRevAndExpnssAmt
F9-PF-01-AREIOSNIINCM,Interest on Savings and Temporary Cash Investments - Net Investment Income,IRS990PF-PART-01-LINE-03-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/InterestOnSavingsNetInvstIncm
F9-PF-01-AREIOSNIINCM,Interest on Savings and Temporary Cash Investments - Net Investment Income,IRS990PF-PART-01-LINE-03-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/InterestOnSavNetInvstIncmAmt
F9-PF-01-AREIOSANINCM,Interest on Savings and Temporary Cash Investments - Adjusted Net Income,IRS990PF-PART-01-LINE-03-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/InterestOnSavingsAdjNetIncm
F9-PF-01-AREIOSANINCM,Interest on Savings and Temporary Cash Investments - Adjusted Net Income,IRS990PF-PART-01-LINE-03-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/InterestOnSavingsAdjNetIncmAmt
F9-PF-01-ANREEXDIREEX,Dividends and Interest from Securities - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-04-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/DividendsRevAndExpnss
F9-PF-01-ANREEXDIREEX,Dividends and Interest from Securities - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-04-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/DividendsRevAndExpnssAmt
F9-PF-01-AREDNIINCM,Dividends and Interest from Securities - Net Investment Income,IRS990PF-PART-01-LINE-04-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/DividendsNetInvstIncm
F9-PF-01-AREDNIINCM,Dividends and Interest from Securities - Net Investment Income,IRS990PF-PART-01-LINE-04-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/DividendsNetInvstIncmAmt
F9-PF-01-AREDANINCM,Dividends and Interest from Securities - Adjusted Net Income,IRS990PF-PART-01-LINE-04-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/DividendsAdjNetIncm
F9-PF-01-AREDANINCM,Dividends and Interest from Securities - Adjusted Net Income,IRS990PF-PART-01-LINE-04-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/DividendsAdjNetIncmAmt
F9-PF-01-AREGRREXPNSS,Gross Rents - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-05a-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossRentsRevAndExpnss
F9-PF-01-AREGRREXPNSS,Gross Rents - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-05a-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossRentsRevAndExpnssAmt
F9-PF-01-AREGRNIINCM,Gross Rents - Net Investment Income,IRS990PF-PART-01-LINE-05a-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossRentsNetInvstIncm
F9-PF-01-AREGRNIINCM,Gross Rents - Net Investment Income,IRS990PF-PART-01-LINE-05a-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossRentsNetInvstIncmAmt
F9-PF-01-AREGRANINCM,Gross Rents - Adjusted Net Income,IRS990PF-PART-01-LINE-05a-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossRentsAdjNetIncm
F9-PF-01-AREGRANINCM,Gross Rents - Adjusted Net Income,IRS990PF-PART-01-LINE-05a-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossRentsAdjNetIncmAmt
F9-PF-01-ARENRIOLOSS,Net Rental Income or Loss,IRS990PF-PART-01-LINE-05b,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/NetRentalIncomeOrLoss
F9-PF-01-ARENRIOLOSS,Net Rental Income or Loss,IRS990PF-PART-01-LINE-05b,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/NetRentalIncomeOrLossAmt
F9-PF-01-ARENGSAREXPN,Net Gain from Sale of Assets - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-06a-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/NetGainSaleAssetsRevAndExpnss
F9-PF-01-ARENGSAREXPN,Net Gain from Sale of Assets - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-06a-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/NetGainSaleAstRevAndExpnssAmt
F9-PF-01-ANREEXGRSAPR,Gross Sales Price,IRS990PF-PART-01-LINE-06b,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossSalesPrice
F9-PF-01-ANREEXGRSAPR,Gross Sales Price,IRS990PF-PART-01-LINE-06b,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossSalesPriceAmt
F9-PF-01-ARECGNINIINC,Capital Gain Net Income - Net Investment Income,IRS990PF-PART-01-LINE-07-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CapGainNetIncmNetInvstIncmAmt
F9-PF-01-ARECGNINIINC,Capital Gain Net Income - Net Investment Income,IRS990PF-PART-01-LINE-07-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CapitalGainNetIncmNetInvstIncm
F9-PF-01-ARENSTCGANIN,Net Short-Term Capital Gain - Adjusted Net Income,IRS990PF-PART-01-LINE-08-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/NetSTCapitalGainAdjNetIncmAmt
F9-PF-01-ARENSTCGANIN,Net Short-Term Capital Gain - Adjusted Net Income,IRS990PF-PART-01-LINE-08-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/NetSTCGAdjNetIncm
F9-PF-01-AREIMANINCM,Income Modifications - Adjusted Net Income,IRS990PF-PART-01-LINE-09-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/IncmModificationsAdjNetIncmAmt
F9-PF-01-AREIMANINCM,Income Modifications - Adjusted Net Income,IRS990PF-PART-01-LINE-09-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/IncomeModificationsAdjNetIncm
F9-PF-01-AREGSLRALLWN,Gross Sales Less Returns and Allowances,IRS990PF-PART-01-LINE-10a,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossSalesLessRetAndAllwncAmt
F9-PF-01-AREGSLRALLWN,Gross Sales Less Returns and Allowances,IRS990PF-PART-01-LINE-10a,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossSalesLessReturnsAndAllwnc
F9-PF-01-ANREEXCOGOSO,Less Cost of Goods Sold,IRS990PF-PART-01-LINE-10b,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CostOfGoodsSold
F9-PF-01-ANREEXCOGOSO,Less Cost of Goods Sold,IRS990PF-PART-01-LINE-10b,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CostOfGoodsSoldAmt
F9-PF-01-AREGPREXPNSS,Gross Profit - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-10c-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossProfitRevAndExpnss
F9-PF-01-AREGPREXPNSS,Gross Profit - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-10c-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossProfitRevAndExpnssAmt
F9-PF-01-AREGPANINCM,Gross Profit - Adjusted Net Income,IRS990PF-PART-01-LINE-10c-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossProfitAdjNetIncm
F9-PF-01-AREGPANINCM,Gross Profit - Adjusted Net Income,IRS990PF-PART-01-LINE-10c-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/GrossProfitAdjNetIncmAmt
F9-PF-01-AREOIREXPNSS,Other Income - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-11-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OtherIncomeRevAndExpnss
F9-PF-01-AREOIREXPNSS,Other Income - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-11-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OtherIncomeRevAndExpnssAmt
F9-PF-01-AREOINIINCM,Other Income - Net Investment Income,IRS990PF-PART-01-LINE-11-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OtherIncomeNetInvstIncm
F9-PF-01-AREOINIINCM,Other Income - Net Investment Income,IRS990PF-PART-01-LINE-11-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OtherIncomeNetInvstIncmAmt
F9-PF-01-AREOIANINCM,Other Income - Adjusted Net Income,IRS990PF-PART-01-LINE-11-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OtherIncomeAdjNetIncm
F9-PF-01-AREOIANINCM,Other Income - Adjusted Net Income,IRS990PF-PART-01-LINE-11-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OtherIncomeAdjNetIncmAmt
F9-PF-01-ANREEXTOREEX,Total - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-12-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/TotalRevAndExpnssAmt
F9-PF-01-ANREEXTOREEX,Total - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-12-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/TotalRevenueAndExpenses
F9-PF-01-ARETONIINCM,Total - Net Investment Income,IRS990PF-PART-01-LINE-12-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/TotalNetInvestmentIncome
F9-PF-01-ARETONIINCM,Total - Net Investment Income,IRS990PF-PART-01-LINE-12-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/TotalNetInvstIncmAmt
F9-PF-01-ARETOANINCM,Total - Adjusted Net Income,IRS990PF-PART-01-LINE-12-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/TotalAdjNetIncmAmt
F9-PF-01-ARETOANINCM,Total - Adjusted Net Income,IRS990PF-PART-01-LINE-12-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/TotalAdjustedNetIncome
F9-PF-01-ARECDTREXPNS,Compensation of Officers Directors Trustees etc. - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-13-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstRevAndExpnss
F9-PF-01-ARECDTREXPNS,Compensation of Officers Directors Trustees etc. - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-13-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstRevAndExpnssAmt
F9-PF-01-ARECDTNIINCM,Compensation of Officers Directors Trustees etc. - Net Investment Income,IRS990PF-PART-01-LINE-13-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstNetInvstIncm
F9-PF-01-ARECDTNIINCM,Compensation of Officers Directors Trustees etc. - Net Investment Income,IRS990PF-PART-01-LINE-13-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstNetInvstIncmAmt
F9-PF-01-ARECDTANINCM,Compensation of Officers Directors Trustees etc. - Adjusted Net Income,IRS990PF-PART-01-LINE-13-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstAdjNetIncm
F9-PF-01-ARECDTANINCM,Compensation of Officers Directors Trustees etc. - Adjusted Net Income,IRS990PF-PART-01-LINE-13-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstAdjNetIncmAmt
F9-PF-01-ARECDTDCHRTB,Compensation of Officers Directors Trustees etc. - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-13-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstDsbrsChrtblAmt
F9-PF-01-ARECDTDCHRTB,Compensation of Officers Directors Trustees etc. - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-13-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/CompOfcrDirTrstDsbrsChrtblPrps
F9-PF-01-AREOESWREXPN,Other Employee Salaries and Wages - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-14-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsRevAndExpnss
F9-PF-01-AREOESWREXPN,Other Employee Salaries and Wages - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-14-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsRevAndExpnssAmt
F9-PF-01-AREOESWNIINC,Other Employee Salaries and Wages - Net Investment Income,IRS990PF-PART-01-LINE-14-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsNetInvstIncm
F9-PF-01-AREOESWNIINC,Other Employee Salaries and Wages - Net Investment Income,IRS990PF-PART-01-LINE-14-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsNetInvstIncmAmt
F9-PF-01-AREOESWANINC,Other Employee Salaries and Wages - Adjusted Net Income,IRS990PF-PART-01-LINE-14-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsAdjNetIncm
F9-PF-01-AREOESWANINC,Other Employee Salaries and Wages - Adjusted Net Income,IRS990PF-PART-01-LINE-14-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsAdjNetIncmAmt
F9-PF-01-AREOESWDCHRT,Other Employee Salaries and Wages - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-14-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsDsbrsChrtblAmt
F9-PF-01-AREOESWDCHRT,Other Employee Salaries and Wages - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-14-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/OthEmplSlrsWgsDsbrsChrtblPrps
F9-PF-01-AREPEBREXPNS,Pension Plans Employee Benefits - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-15-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftRevAndExpnss
F9-PF-01-AREPEBREXPNS,Pension Plans Employee Benefits - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-15-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftRevAndExpnssAmt
F9-PF-01-AREPEBNIINCM,Pension Plans Employee Benefits - Net Investment Income,IRS990PF-PART-01-LINE-15-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftNetInvstIncm
F9-PF-01-AREPEBNIINCM,Pension Plans Employee Benefits - Net Investment Income,IRS990PF-PART-01-LINE-15-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftNetInvstIncmAmt
F9-PF-01-AREPEBANINCM,Pension Plans Employee Benefits - Adjusted Net Income,IRS990PF-PART-01-LINE-15-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftAdjNetIncm
F9-PF-01-AREPEBANINCM,Pension Plans Employee Benefits - Adjusted Net Income,IRS990PF-PART-01-LINE-15-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftAdjNetIncmAmt
F9-PF-01-AREPEBDCHRTB,Pension Plans Employee Benefits - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-15-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftDsbrsChrtblAmt
F9-PF-01-AREPEBDCHRTB,Pension Plans Employee Benefits - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-15-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/PensionEmplBnftDsbrsChrtblPrps
F9-PF-01-ARELFREXPNSS,Legal Fees - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-16a-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesRevAndExpnss
F9-PF-01-ARELFREXPNSS,Legal Fees - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-16a-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesRevAndExpnssAmt
F9-PF-01-ARELFNIINCM,Legal Fees - Net Investment Income,IRS990PF-PART-01-LINE-16a-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesNetInvstIncm
F9-PF-01-ARELFNIINCM,Legal Fees - Net Investment Income,IRS990PF-PART-01-LINE-16a-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesNetInvstIncmAmt
F9-PF-01-ARELFANINCM,Legal Fees - Adjusted Net Income,IRS990PF-PART-01-LINE-16a-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesAdjNetIncm
F9-PF-01-ARELFANINCM,Legal Fees - Adjusted Net Income,IRS990PF-PART-01-LINE-16a-COL-C,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesAdjNetIncmAmt
F9-PF-01-ARELFDCHRTBL,Legal Fees - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-16a-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesDsbrsChrtblAmt
F9-PF-01-ARELFDCHRTBL,Legal Fees - Disbursements for Charitable Purposes,IRS990PF-PART-01-LINE-16a-COL-D,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/LegalFeesDsbrsChrtblPrps
F9-PF-01-AREAFREXPNSS,Accounting Fees - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-16b-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/AccountingFeesRevAndExpnss
F9-PF-01-AREAFREXPNSS,Accounting Fees - Revenue and Expenses per Books,IRS990PF-PART-01-LINE-16b-COL-A,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/AccountingFeesRevAndExpnssAmt
F9-PF-01-AREAFNIINCM,Accounting Fees - Net Investment Income,IRS990PF-PART-01-LINE-16b-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/AccountingFeesNetInvstIncm
F9-PF-01-AREAFNIINCM,Accounting Fees - Net Investment Income,IRS990PF-PART-01-LINE-16b-COL-B,Return/ReturnData/IRS990PF/AnalysisOfRevenueAndExpenses/AccountingFeesNetInvstIncmAmt
